Начало рейса - демо AMMAD: Физические пределы
Окончание рейса - активный участок реального рейса с внесенной аномалией

Глубина	Время	вес_на_крюке	ходы_насоса1	ходы_насоса2	обороты_ротора	давление_на_входе	уровень_в_емкости	температура_на_выходе	расход_на_входе	объем_емкости	объем_раствора	объем_актив_емкости	тальблок	скорость_спо	скорость_механическая	дмк	скорость_бурения	метан_абс	этан_абс	пропан_абс	бутан_абс	пентан_абс	гексан_абс	метан_отн	этан_отн	пропан_отн	бутан_отн	пентан_отн	гексан_отн	сумм_газ2	сумм_газ	дифф_плотность	дифф_расход	дифф_электропроводность	дифф_темпер	общий_вес	число_свечей	объем_в_емкости1	параметр2	момент_ротора	уровень_в_емкости2	объем_в_емкости2	нагрузка	zts_темп	параметр4	параметр5
970,405029296875	41998,654513888891	105	0,009883477353	49,467929840088	52	340	2,4	-30	-2	44,969005584717	44,437702178955	44,969005584717	7,881730556488	2,4	2,407030105591	235	12	0,001840480021	0,000039539998	0,000420750002	0,001061749994	0,000486150006	0	47,821170806885	1,027283191681	10,932362556458	27,587465286255	12,631718635559	0	0	0,003848670051	0	-14,169577598572	0	0	18,200000762939	47	22,782405853271	970,396362304688	12	1,155552506447	22,186599731445	24	912,663146972656	100	0
970,443481445312	41998,654629629622	105	0,012605020776	49,310890197754	52	340	2,4	-30	-2	44,989261627197	44,457958221436	44,989261627197	7,853846073151	2,4	2,407030105591	235	12	0,001840480021	0,000039539998	0,000420750002	0,001061749994	0,000486150006	0	47,821170806885	1,027283191681	10,932362556458	27,587465286255	12,631718635559	0	0	0,003848670051	0	-13,927887916565	0	0	18,200000762939	47	22,802719116211	970,42041015625	12	1,155549168587	22,186544418335	24	912,663146972656	100	0
970,48193359375	41998,654745370368	105	0,011115332134	49,292957305908	52	340	2,4	-30	-2	44,981601715088	44,450294494629	44,981601715088	7,810576915741	2,4	2,407030105591	235	12	0,001840480021	0,000039539998	0,000420750002	0,001061749994	0,000486150006	0	47,821170806885	1,027283191681	10,932362556458	27,587465286255	12,631718635559	0	0	0,003848670051	0	-13,813521385193	0	0	18,200000762939	47	22,795141220093	970,463623046875	12	1,155543208122	22,186458587646	24	912,663146972656	100	0
970,491516113281	41998,654861111114	105	0,009969412349	49,152458190918	52	340	2,4	-30	-2	45,035396575928	44,504093170166	45,035396575928	7,784615516663	2,4	2,407030105591	235	12	0,001840480021	0,000039539998	0,000420750002	0,001061749994	0,000486150006	0	47,821170806885	1,027283191681	10,932362556458	27,587465286255	12,631718635559	0	0	0,003848670051	0	-13,950423240662	0	0	18,200000762939	47	22,849164962769	970,489624023438	12	1,155532360077	22,186233520508	24	912,663146972656	100	0
970,5107421875	41998,654976851845	105	0,008307828568	48,72359085083	52	340	2,4	-30	-2	44,836326599121	44,305023193359	44,836326599121	7,774038314819	2,4	2,407030105591	235	12	0,001840480021	0,000039539998	0,000420750002	0,001061749994	0,000486150006	0	47,821170806885	1,027283191681	10,932362556458	27,587465286255	12,631718635559	0	0	0,003848670051	0	-13,745352745056	0	0	18,200000762939	47	22,650093078613	970,500183105469	12	1,15553188324	22,186233520508	24	912,663146972656	100	0
970,520385742188	41998,655092592591	105	0,009797511622	48,70824432373	52	340	2,4	-30	-2	44,969566345215	44,438262939453	44,969566345215	7,759615421295	2,4	2,407030105591	235	12	0,001840480021	0,000039539998	0,000420750002	0,001061749994	0,000486150006	0	47,821170806885	1,027283191681	10,932362556458	27,587465286255	12,631718635559	0	0	0,003848670051	0	-13,457703590393	0	0	18,200000762939	47	22,783613204956	970,514587402344	12	1,155516982079	22,18595123291	24	912,663146972656	100	0
970,539611816406	41998,655208333337	105	0,010083998553	48,854320526123	52	340	2,4	-30	-2	44,744022369385	44,212718963623	44,744022369385	7,744230747223	2,4	2,407030105591	235	12	0,001840480021	0,000039539998	0,000420750002	0,001061749994	0,000486150006	0	47,821170806885	1,027283191681	10,932362556458	27,587465286255	12,631718635559	0	0	0,003848670051	0	-13,495715141296	0	0	18,200000762939	47	22,558408737183	970,530029296875	12	1,155498743057	22,185613632202	24	912,663146972656	100	0
970,549255371094	41998,655324074083	105	0,011860173196	48,987846374512	52	340	2,4	-30	-2	45,021286010742	44,48998260498	45,021286010742	7,726922988892	2,4	2,407030105591	235	12	0,00212649093	0,000065558997	0,000481247989	0,001176023041	0,000463361997	0	49,290252685547	1,514359354973	11,156210899353	27,272735595703	10,766438484192	0	0	0,004312682897	0	-13,695211410522	0	0	18,200000762939	47	22,835878372192	970,547302246094	12	1,155489563942	22,185409545898	24	912,663146972656	100	0
970,549255371094	41998,655439814815	105	0,012289894745	48,984855651855	52	340	2,4	-30	-2	44,980319976807	44,449012756348	44,980319976807	7,724999904633	2,4	2,407030105591	235	12	0,002158269985	0,000068449997	0,000487970014	0,001188719994	0,000460829993	0	49,453483581543	1,568478941917	11,181082725525	27,237766265869	10,559185028076	0	0	0,004364239983	0	-14,596056938171	0	0	18,200000762939	47	22,794921875	970,549255371094	12	1,155490875244	22,185396194458	24	912,663146972656	100	0
970,558837890625	41998,655555555553	105	0,016042748466	48,943405151367	52	340	2,4	-30	-2	44,906372070312	44,375064849854	44,906372070312	7,717307567596	2,4	2,407030105591	235	12	0,002158269985	0,000068449997	0,000487970014	0,001188719994	0,000460829993	0	49,453483581543	1,568478941917	11,181082725525	27,237766265869	10,559185028076	0	0	0,004364239983	0	-14,716620445251	0	0	18,200000762939	47	22,720586776733	970,556945800781	12	1,155513644218	22,185785293579	24	912,663146972656	100	0
